PRECTOTCORR_SUM     MERRA-2 Precipitation Corrected Sum (mm/day) ,,,,,,,
QV2M                MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,
T2M                 MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
T2M_MAX             MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,
T2M_MIN             MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,
District,Year,Month,Pre_sum,QV2M,T2M,T2M_MAX,T2M_MIN
Darrang,2018,March,73.35,11.34,23.26,31.38,14.87
Darrang,2018,April,130.78,14.64,26.26,33.42,19.47
Darrang,2018,May,259.49,17.3,27.38,34.39,20
Darrang,2018,June,288.34,20.72,29.19,34.83,24.88
Darrang,2018,July,261.91,21.59,29.26,34.48,25.44
Darrang,2018,August,248.69,21.45,29.25,34.99,25.09
Darrang,2018,September,247.66,20.35,28.16,33.78,23.92
Darrang,2018,October,28.3,15.41,24.58,31.21,18.53
Darrang,2018,November,15.78,12.31,20.77,29.07,14.41
Darrang,2018,December,19.57,9.93,17.91,25.96,9.65
Darrang,ANN,ANN,1591.24,15.32,24.3,34.99,8.07
Darrang,2019,January,0.57,8.18,16.97,26.11,9.39
Darrang,2019,February,28.1,8.64,18.87,28.4,11.2
Darrang,2019,March,59.57,9.29,22.1,32.92,10.82
Darrang,2019,April,232.9,14.21,25.98,35.86,18.58
Darrang,2019,May,444.43,17.75,27.1,33.29,21.59
Darrang,2019,June,220.77,20.9,29.33,35.29,23.37
Darrang,2019,July,420.49,21.35,28.72,34.55,23.96
Darrang,2019,August,184.92,21.63,29.52,35.8,25.39
Darrang,2019,September,328.19,19.75,27.62,35.25,22.24
Darrang,2019,October,130.03,16,24.73,31.5,17.14
Darrang,2019,November,7.5,14.22,22.21,28.81,16.39
Darrang,2019,December,0.56,9.62,16.87,24.91,8.56
